platform,day_of_week,post_hour,post_type,media_type,num_hashtags,mentions_count,has_call_to_action,call_to_action_type,content_topic,sentiment_tone,caption_length,features_resident_story,campaign_name,is_boosted,boost_budget_php,impressions,reach,likes,comments,shares,saves,click_throughs,video_views,engagement_rate,profile_visits,donation_referrals,estimated_donation_value_php,follower_count_at_post,watch_time_seconds,avg_view_duration_seconds,subscriber_count_at_post,forwards,post_month,post_is_weekend,confirmed_donation_count,confirmed_monetary_value,led_to_donation
Instagram,Saturday,6,ImpactStory,Photo,1,1,False,None,CampaignLaunch,Emotional,79,True,None,False,0.0,16.46929442142836,14.600806260047394,71,20,33,6,19,0.0,0.0563,23,7,7385.49,1833,0.0,0.0,0.0,0.0,5,1,0,0.0,0
TikTok,Sunday,19,EventPromotion,Reel,2,1,False,None,AwarenessRaising,Celebratory,121,False,Summer of Safety,True,0.0,26.96746178304287,23.55659478380917,3468,396,543,361,302,25089.0,0.1972,1337,18,28865.64,916,0.0,0.0,0.0,0.0,5,1,0,0.0,0
YouTube,Monday,14,ImpactStory,Video,4,0,False,None,AwarenessRaising,Hopeful,116,False,None,False,0.0,26.96746178304287,23.55659478380917,903,130,196,104,141,16789.0,0.0969,250,25,89167.91,620,2669451.0,159.0,242.0,0.0,5,0,0,0.0,0
Instagram,Saturday,21,EventPromotion,Carousel,2,0,True,DonateNow,SafehouseLife,Informative,136,False,Back to School,False,0.0,19.794613574367393,17.095400127332002,140,75,25,23,148,0.0,0.0848,62,0,0.0,1833,0.0,0.0,0.0,0.0,6,1,0,0.0,0
LinkedIn,Tuesday,21,ThankYou,Photo,3,1,False,None,Education,Hopeful,126,False,None,False,0.0,15.001389263417726,12.740665400276697,23,12,4,3,9,0.0,0.0553,7,0,0.0,360,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Twitter,Friday,16,Campaign,Carousel,2,0,True,SignUp,EventRecap,Urgent,171,False,None,False,0.0,19.63985638576273,17.640838593845324,214,64,92,46,114,0.0,0.1122,146,7,10228.98,1228,0.0,0.0,0.0,0.0,6,0,0,0.0,0
LinkedIn,Saturday,2,ThankYou,Text,3,0,True,SignUp,SafehouseLife,Emotional,114,False,None,True,0.0,12.576365923363463,11.271959619172888,13,4,4,1,19,0.0,0.039,7,0,0.0,463,0.0,0.0,0.0,0.0,6,1,0,0.0,0
Facebook,Monday,17,ImpactStory,Text,3,0,False,None,Education,Celebratory,157,True,None,False,0.0,21.585755881826696,18.520219529105486,197,92,88,21,69,0.0,0.0804,47,17,14368.86,2489,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Instagram,Tuesday,8,EventPromotion,Reel,4,0,False,None,Reintegration,Hopeful,124,False,Back to School,False,0.0,21.584926792778173,19.037091196947756,213,45,41,17,47,5107.0,0.0618,87,0,0.0,1833,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Twitter,Tuesday,16,EventPromotion,Video,0,0,True,ShareStory,EventRecap,Urgent,134,False,None,False,0.0,19.948564722162153,17.610937678682358,273,88,67,30,124,4806.0,0.1368,111,0,0.0,1228,0.0,0.0,0.0,0.0,6,0,0,0.0,0
TikTok,Tuesday,5,FundraisingAppeal,Reel,4,0,True,ShareStory,SafehouseLife,Informative,154,False,Back to School,False,0.0,18.561795589151092,16.67039206823741,30,15,8,5,131,3850.0,0.0228,10,0,0.0,930,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Instagram,Tuesday,18,Campaign,Carousel,4,0,True,ShareStory,Education,Emotional,142,False,Back to School,False,0.0,21.178640727392875,18.97599476722807,404,86,148,74,127,0.0,0.1291,205,24,39787.81,1782,0.0,0.0,0.0,0.0,6,0,0,0.0,0
WhatsApp,Wednesday,1,ImpactStory,Photo,0,1,False,None,Education,Emotional,120,True,Back to School,False,0.0,14.392840103148867,12.377653644506905,13,3,6,1,11,0.0,0.0303,4,2,7772.82,1517,0.0,0.0,0.0,9.0,6,0,0,0.0,0
Instagram,Friday,3,ThankYou,Reel,4,0,True,ShareStory,Gratitude,Informative,126,False,Back to School,False,0.0,16.04473610548021,13.921643226058597,19,8,3,2,57,1703.0,0.0226,6,0,0.0,1782,0.0,0.0,0.0,0.0,6,0,0,0.0,0
Facebook,Sunday,12,EducationalContent,Photo,0,0,True,DonateNow,EventRecap,Urgent,99,False,Back to School,False,0.0,19.7709900932392,17.68324886812089,378,110,83,37,118,0.0,0.1489,109,2,9974.21,950,0.0,0.0,0.0,0.0,6,1,1,330.63,1
YouTube,Wednesday,8,ThankYou,Video,3,2,True,SignUp,Reintegration,Emotional,108,False,None,False,0.0,21.635296708380704,19.181570391368133,266,106,87,34,145,5984.0,0.0874,132,1,1998.16,572,1908896.0,319.0,252.0,0.0,6,0,0,0.0,0
TikTok,Thursday,1,ImpactStory,Reel,3,0,True,LearnMore,AwarenessRaising,Informative,153,True,Back to School,True,0.0,26.96746178304287,23.55659478380917,178,92,115,26,802,26684.0,0.018,53,28,40707.77,917,0.0,0.0,0.0,0.0,6,0,1,0.0,1
Instagram,Saturday,4,ThankYou,Video,3,1,True,LearnMore,SafehouseLife,Informative,93,False,None,False,0.0,15.559283685051778,13.1580545180513,17,2,2,1,28,1610.0,0.0213,7,0,0.0,1782,0.0,0.0,0.0,0.0,7,1,0,0.0,0
Instagram,Tuesday,5,Campaign,Reel,1,0,True,LearnMore,CampaignLaunch,Celebratory,137,False,None,False,0.0,17.654218018882847,15.759005335362133,76,9,14,6,63,2124.0,0.0424,20,1,3573.65,1796,0.0,0.0,0.0,0.0,7,0,0,0.0,0
WhatsApp,Tuesday,7,FundraisingAppeal,Video,0,2,True,ShareStory,Health,Grateful,199,False,None,False,0.0,17.065509902705088,14.584518886558985,51,14,12,6,54,2386.0,0.0615,22,5,5183.31,1543,0.0,0.0,0.0,21.0,7,0,0,0.0,0
Facebook,Tuesday,19,EducationalContent,Video,3,0,False,None,Reintegration,Urgent,149,False,Back to School,False,0.0,22.01092084543992,18.6115265511954,515,93,136,49,61,6565.0,0.1617,129,2,2046.0,2211,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Twitter,Wednesday,10,FundraisingAppeal,Text,1,0,True,SignUp,DonorImpact,Hopeful,155,False,Back to School,False,0.0,15.074880613229357,12.942723095709539,88,36,17,8,42,0.0,0.162,59,3,11445.13,1228,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Wednesday,15,ImpactStory,Photo,2,1,False,None,Gratitude,Hopeful,135,False,None,False,0.0,17.29845735540193,15.247543291547451,106,29,12,9,30,0.0,0.0696,48,2,8615.55,2489,0.0,0.0,0.0,0.0,7,0,0,0.0,0
TikTok,Friday,23,ThankYou,Reel,4,1,True,LearnMore,DonorImpact,Emotional,128,False,None,False,0.0,25.46103854448561,21.853492179618755,532,153,178,86,271,8380.0,0.1324,323,1,4783.99,930,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Saturday,9,ThankYou,Text,2,1,True,ShareStory,Health,Informative,110,False,None,False,0.0,15.755024620805415,14.286258524017223,57,9,10,7,52,0.0,0.0624,26,0,0.0,2479,0.0,0.0,0.0,0.0,7,1,0,0.0,0
WhatsApp,Monday,7,EventPromotion,Video,0,2,True,DonateNow,AwarenessRaising,Informative,121,False,Back to School,False,0.0,16.33540347895732,14.521516064895145,25,11,5,3,44,2234.0,0.0343,19,0,0.0,1517,0.0,0.0,0.0,11.0,7,0,0,0.0,0
Instagram,Tuesday,6,EventPromotion,Text,2,0,True,LearnMore,Education,Informative,121,False,None,False,0.0,12.718294700830652,11.376117964759768,14,2,2,1,20,0.0,0.0419,8,0,0.0,1833,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Tuesday,21,ImpactStory,Carousel,1,0,False,None,EventRecap,Informative,132,False,None,False,0.0,22.163778905157955,19.48241396971395,157,87,37,28,63,0.0,0.0647,83,3,4940.25,1816,0.0,0.0,0.0,0.0,7,0,0,0.0,0
WhatsApp,Thursday,3,EventPromotion,Photo,0,0,True,LearnMore,DonorImpact,Informative,123,False,Back to School,False,0.0,7.692591033150201,6.381995468338558,1,0,0,0,2,0.0,0.0204,0,0,0.0,1522,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Monday,11,ThankYou,Photo,1,0,False,None,DonorImpact,Hopeful,93,False,None,False,0.0,17.50081862433949,15.876930028704743,219,33,32,18,33,0.0,0.1221,67,0,0.0,2423,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Monday,20,EducationalContent,Video,5,0,False,None,AwarenessRaising,Informative,131,False,None,False,0.0,21.545832168396043,18.50344583173019,137,62,48,28,54,3513.0,0.0764,121,0,0.0,2489,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Tuesday,8,ImpactStory,Reel,3,0,False,None,CampaignLaunch,Urgent,123,True,None,False,0.0,26.96746178304287,23.555659216445175,437,212,191,48,120,10306.0,0.0676,217,17,84925.78,1796,0.0,0.0,0.0,0.0,7,0,1,0.0,1
Facebook,Wednesday,2,ThankYou,Carousel,1,0,False,None,Health,Urgent,93,False,Back to School,False,0.0,15.936075238710151,14.262892636215177,25,11,8,3,19,0.0,0.0289,5,0,0.0,2489,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Thursday,20,ThankYou,Photo,0,0,False,None,SafehouseLife,Celebratory,89,False,Back to School,True,0.0,25.096806262163028,22.345094564405283,1505,413,212,99,115,0.0,0.1457,336,5,4135.77,2479,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Twitter,Saturday,8,ImpactStory,Photo,1,3,True,SignUp,DonorImpact,Hopeful,125,True,None,False,0.0,14.019405663352224,11.992728781332087,57,11,39,6,20,0.0,0.139,25,4,3185.52,1228,0.0,0.0,0.0,0.0,7,1,0,0.0,0
WhatsApp,Saturday,10,ThankYou,Carousel,0,3,True,ShareStory,EventRecap,Informative,72,False,None,False,0.0,13.831237849257828,12.206989953069863,50,14,9,5,33,0.0,0.0855,8,0,0.0,1543,0.0,0.0,0.0,24.0,7,1,0,0.0,0
LinkedIn,Saturday,18,EventPromotion,Photo,3,0,True,DonateNow,Health,Informative,137,False,Back to School,False,0.0,12.57138275776529,10.892339087179305,25,2,5,2,24,0.0,0.0613,6,0,0.0,496,0.0,0.0,0.0,0.0,7,1,0,0.0,0
Facebook,Tuesday,10,ImpactStory,Carousel,3,0,False,None,SafehouseLife,Emotional,161,True,Back to School,False,0.0,21.464346757669862,18.6185750709236,450,104,192,61,58,0.0,0.1524,96,65,193403.54,2348,0.0,0.0,0.0,0.0,7,0,0,0.0,0
LinkedIn,Wednesday,5,EducationalContent,Text,3,0,False,None,CampaignLaunch,Urgent,165,False,None,False,0.0,10.070313163555316,8.734250948393326,3,1,1,0,3,0.0,0.0262,0,0,0.0,463,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Facebook,Thursday,9,Campaign,Text,2,2,True,DonateNow,SafehouseLife,Urgent,177,False,None,False,0.0,18.181702687639948,15.95793601018207,124,60,40,17,90,0.0,0.1298,55,4,16947.69,2348,0.0,0.0,0.0,0.0,7,0,0,0.0,0
Instagram,Sunday,17,Campaign,Photo,3,1,True,ShareStory,DonorImpact,Emotional,145,False,None,False,0.0,11.218134766292676,9.799468506572776,27,7,6,2,11,0.0,0.1083,11,0,0.0,1782,0.0,0.0,0.0,0.0,7,1,0,0.0,0
WhatsApp,Monday,20,ThankYou,Video,0,0,True,ShareStory,SafehouseLife,Urgent,74,False,Back to School,False,0.0,13.452804509127802,12.11874915450857,90,17,22,11,35,579.0,0.1987,35,1,4336.75,1543,0.0,0.0,0.0,50.0,7,0,0,0.0,0
WhatsApp,Monday,20,ImpactStory,Photo,0,1,True,LearnMore,SafehouseLife,Grateful,75,False,Back to School,False,0.0,15.599581780231013,13.4981315279621,74,32,20,10,38,0.0,0.1361,40,15,59016.6,1543,0.0,0.0,0.0,33.0,7,0,1,0.0,1
WhatsApp,Wednesday,12,ImpactStory,Text,0,2,True,LearnMore,Health,Informative,111,True,None,False,0.0,12.282064748335726,10.275522378112457,13,5,7,1,14,0.0,0.0441,6,1,4683.8,1543,0.0,0.0,0.0,14.0,8,0,0,0.0,0
WhatsApp,Sunday,18,ImpactStory,Photo,0,0,True,DonateNow,Health,Emotional,121,False,None,False,0.0,18.064674561277187,15.721134345593395,313,71,110,36,78,0.0,0.2434,121,59,202293.15,1543,0.0,0.0,0.0,267.0,8,1,0,0.0,0
Instagram,Monday,14,EducationalContent,Carousel,3,0,False,None,Reintegration,Hopeful,150,False,None,False,0.0,21.854204816798084,18.731234669993786,153,72,37,31,72,0.0,0.0795,125,0,0.0,1816,0.0,0.0,0.0,0.0,8,0,0,0.0,0
WhatsApp,Monday,16,EventPromotion,Photo,0,0,True,SignUp,DonorImpact,Hopeful,138,False,None,False,0.0,7.86879072491427,7.020668621511964,5,1,0,0,4,0.0,0.0705,2,0,0.0,1543,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Facebook,Thursday,20,EducationalContent,Carousel,2,0,False,None,Health,Informative,131,False,None,False,0.0,25.52902204558204,21.672292941066928,338,144,78,66,98,0.0,0.0756,228,1,4300.28,2423,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Facebook,Friday,17,EducationalContent,Video,3,0,False,None,CampaignLaunch,Celebratory,141,False,None,False,0.0,19.423518405091166,17.093815950908496,287,67,38,19,42,3637.0,0.0989,39,0,0.0,2423,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Facebook,Friday,19,ThankYou,Text,0,1,True,LearnMore,AwarenessRaising,Celebratory,93,False,None,False,0.0,18.142473282885692,16.01778229056094,352,133,69,31,100,0.0,0.2298,81,1,834.03,2423,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Facebook,Saturday,22,EducationalContent,Photo,1,0,False,None,AwarenessRaising,Celebratory,152,False,None,True,0.0,23.64003468557018,20.083460338763782,219,92,36,22,96,0.0,0.0605,83,0,0.0,2423,0.0,0.0,0.0,0.0,8,1,0,0.0,0
TikTok,Tuesday,8,ThankYou,Reel,3,0,False,None,Health,Celebratory,134,False,None,False,0.0,15.521191132412435,14.10176059502971,96,20,20,10,19,2214.0,0.1076,48,0,0.0,930,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Instagram,Friday,18,ImpactStory,Carousel,2,0,False,None,CampaignLaunch,Celebratory,148,True,None,False,0.0,26.189969753055426,22.13141364735759,1392,201,459,154,140,0.0,0.1573,350,92,142469.81,1833,0.0,0.0,0.0,0.0,8,0,1,460.56,1
TikTok,Sunday,16,EducationalContent,Reel,2,1,True,DonateNow,SafehouseLife,Celebratory,150,False,None,False,0.0,24.87638006240561,21.547411554738822,803,149,103,46,290,11914.0,0.0944,272,1,4951.33,916,0.0,0.0,0.0,0.0,8,1,0,0.0,0
Facebook,Tuesday,6,FundraisingAppeal,Reel,2,0,True,ShareStory,Education,Grateful,138,False,None,False,0.0,13.730238993659027,12.038575421299104,19,9,3,2,30,1069.0,0.0493,10,0,0.0,2479,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Instagram,Tuesday,8,EducationalContent,Photo,3,3,False,None,EventRecap,Hopeful,150,False,None,False,0.0,19.691530285817937,17.122253438232164,93,50,25,14,48,0.0,0.0718,73,0,0.0,1833,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Instagram,Thursday,12,ImpactStory,Photo,0,3,False,None,Education,Informative,89,False,None,False,0.0,21.321447572322473,18.96830826906781,230,39,57,30,53,0.0,0.0869,111,7,24168.22,1833,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Twitter,Monday,8,FundraisingAppeal,Text,3,2,True,DonateNow,Health,Grateful,198,False,None,False,0.0,18.338726942975327,16.285545408836484,169,34,39,30,120,0.0,0.1539,77,6,7397.73,1222,0.0,0.0,0.0,0.0,8,0,0,0.0,0
Facebook,Monday,10,FundraisingAppeal,Video,1,2,True,LearnMore,AwarenessRaising,Informative,142,False,None,True,0.0,26.96746178304287,23.55659478380917,1175,355,227,132,684,22602.0,0.1006,590,40,109748.86,2479,0.0,0.0,0.0,0.0,8,0,0,0.0,0
WhatsApp,Monday,23,FundraisingAppeal,Photo,0,0,True,DonateNow,Reintegration,Informative,142,False,None,False,0.0,7.811203404668455,7.067645893663936,3,0,0,0,5,0.0,0.0433,1,0,0.0,1517,0.0,0.0,0.0,0.0,8,0,0,0.0,0
TikTok,Wednesday,5,ImpactStory,Photo,2,0,False,None,SafehouseLife,Grateful,217,True,None,False,0.0,17.875399101450686,16.261136159930224,28,10,14,2,35,0.0,0.0177,11,2,7042.2,493,0.0,0.0,0.0,0.0,8,0,0,0.0,0
WhatsApp,Friday,2,ThankYou,Text,0,0,False,None,DonorImpact,Celebratory,70,False,None,False,0.0,10.060640732407183,8.850624830239093,5,1,0,0,3,0.0,0.0302,1,0,0.0,1543,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Instagram,Friday,11,FundraisingAppeal,Reel,3,1,True,LearnMore,Education,Urgent,156,False,None,False,0.0,26.96746178304287,23.55659478380917,1230,686,482,163,363,17268.0,0.1745,615,43,149360.7,1833,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Facebook,Saturday,0,FundraisingAppeal,Photo,1,1,True,LearnMore,DonorImpact,Urgent,142,False,None,False,0.0,15.04393031568655,13.626005255099122,34,4,8,2,49,0.0,0.0341,12,1,3542.7,2479,0.0,0.0,0.0,0.0,9,1,0,0.0,0
WhatsApp,Saturday,1,EventPromotion,Video,0,0,True,LearnMore,Health,Hopeful,134,False,None,False,0.0,12.591278957864679,11.302902505705227,9,2,2,1,26,507.0,0.0275,2,0,0.0,1517,0.0,0.0,0.0,5.0,9,1,0,0.0,0
Instagram,Saturday,19,EventPromotion,Video,3,0,False,None,AwarenessRaising,Hopeful,115,False,None,False,0.0,23.17599609386623,21.00270304649085,700,102,79,63,116,8891.0,0.1164,153,1,4189.6,1782,0.0,0.0,0.0,0.0,9,1,0,0.0,0
Instagram,Sunday,17,ImpactStory,Video,0,0,False,None,Gratitude,Celebratory,149,True,None,True,0.0,26.96746178304287,23.55659478380917,1254,286,479,95,238,15991.0,0.0789,355,63,234063.74,1833,0.0,0.0,0.0,0.0,9,1,0,0.0,0
WhatsApp,Monday,1,FundraisingAppeal,Video,0,0,True,LearnMore,Health,Grateful,138,False,None,False,0.0,10.45436061498301,9.023488632565796,4,2,1,0,12,298.0,0.0306,2,0,0.0,1522,0.0,0.0,0.0,1.0,9,0,0,0.0,0
TikTok,Monday,13,ThankYou,Text,2,2,False,None,Education,Hopeful,93,False,None,True,0.0,22.174339895897,19.587269247199004,200,35,31,20,54,0.0,0.0566,79,0,0.0,493,0.0,0.0,0.0,0.0,9,0,0,0.0,0
TikTok,Tuesday,20,EventPromotion,Reel,4,0,False,None,AwarenessRaising,Hopeful,115,False,None,False,0.0,19.84156932937024,17.914397105877946,390,112,63,37,49,4093.0,0.1381,191,1,2416.32,916,0.0,0.0,0.0,0.0,9,0,0,0.0,0
YouTube,Wednesday,14,FundraisingAppeal,Video,5,0,True,LearnMore,DonorImpact,Urgent,198,False,None,False,0.0,17.814530336410254,15.164780843044792,215,59,68,24,54,2028.0,0.2149,58,7,12168.31,572,146016.0,72.0,276.0,0.0,9,0,0,0.0,0
LinkedIn,Thursday,10,EventPromotion,Text,2,0,True,ShareStory,DonorImpact,Grateful,135,False,None,False,0.0,9.725360671740193,8.558061599551484,16,2,2,1,9,0.0,0.1237,3,0,0.0,496,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Instagram,Tuesday,19,Campaign,Photo,0,0,True,ShareStory,EventRecap,Emotional,150,False,None,False,0.0,18.77066816209221,16.481833761222116,479,105,127,44,101,0.0,0.2212,135,6,14868.36,1833,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Twitter,Thursday,8,Campaign,Text,3,2,True,DonateNow,SafehouseLife,Hopeful,149,False,None,True,0.0,20.558901397807354,17.460176470199766,219,82,68,25,134,0.0,0.1418,65,3,8606.61,1222,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Instagram,Thursday,13,Campaign,Video,4,2,True,LearnMore,DonorImpact,Grateful,151,False,None,False,0.0,23.271865910958017,20.397725980106,457,164,148,54,255,10655.0,0.1493,268,8,29722.43,1833,0.0,0.0,0.0,0.0,9,0,0,0.0,0
LinkedIn,Thursday,15,ThankYou,Text,0,2,True,LearnMore,Education,Hopeful,89,False,None,False,0.0,13.211996008433543,11.221900123649267,34,6,6,3,18,0.0,0.0861,8,0,0.0,463,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Twitter,Thursday,20,ImpactStory,Photo,1,1,True,DonateNow,Health,Urgent,133,True,None,False,0.0,14.84490980974739,12.689581579287596,47,17,21,6,36,0.0,0.1045,14,1,2591.66,1228,0.0,0.0,0.0,0.0,9,0,0,0.0,0
WhatsApp,Tuesday,8,FundraisingAppeal,Text,0,1,True,DonateNow,Health,Hopeful,157,False,None,False,0.0,14.260645560421986,12.108818574884573,46,20,13,6,26,0.0,0.1168,33,4,10884.66,1543,0.0,0.0,0.0,22.0,9,0,0,0.0,0
Instagram,Friday,11,EducationalContent,Reel,3,0,False,None,Health,Grateful,132,False,None,False,0.0,22.751515421912003,20.196918236518048,284,82,50,30,76,5846.0,0.0845,150,0,0.0,1833,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Twitter,Monday,2,FundraisingAppeal,Text,2,0,True,DonateNow,AwarenessRaising,Celebratory,149,False,None,False,0.0,9.830432844421276,8.654178575314328,7,1,1,0,6,0.0,0.0556,3,0,0.0,1228,0.0,0.0,0.0,0.0,9,0,0,0.0,0
TikTok,Wednesday,19,EducationalContent,Reel,4,0,False,None,Education,Emotional,183,False,None,False,0.0,17.7513185480077,15.183832286057367,159,76,60,23,19,1368.0,0.1639,91,1,4930.48,917,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Twitter,Thursday,22,EducationalContent,Text,3,0,True,ShareStory,Gratitude,Urgent,214,False,None,False,0.0,12.162452303230388,10.597454668643897,20,4,6,2,16,0.0,0.0786,13,0,0.0,1222,0.0,0.0,0.0,0.0,9,0,0,0.0,0
Twitter,Friday,18,Campaign,Text,1,0,True,LearnMore,Health,Emotional,138,False,None,False,0.0,19.670917110927036,16.841865928282083,339,122,94,48,95,0.0,0.2404,219,11,22188.01,522,0.0,0.0,0.0,0.0,9,0,0,0.0,0
WhatsApp,Tuesday,20,EventPromotion,Photo,0,1,False,None,DonorImpact,Emotional,136,False,None,False,0.0,15.410262789258022,13.473489602108444,106,49,37,12,15,0.0,0.1854,64,3,13945.36,1543,0.0,0.0,0.0,93.0,10,0,0,0.0,0
Facebook,Wednesday,3,EducationalContent,Video,3,1,True,DonateNow,SafehouseLife,Emotional,133,False,None,False,0.0,18.18019918151328,15.455906752605008,44,9,19,4,85,1744.0,0.0409,16,0,0.0,2479,0.0,0.0,0.0,0.0,10,0,0,0.0,0
WhatsApp,Wednesday,4,ThankYou,Photo,0,0,False,None,AwarenessRaising,Emotional,74,False,None,False,0.0,8.293939223194863,7.417278068914956,2,1,0,0,1,0.0,0.0366,0,0,0.0,1517,0.0,0.0,0.0,0.0,10,0,0,0.0,0
LinkedIn,Friday,1,EventPromotion,Photo,3,0,False,None,CampaignLaunch,Hopeful,136,False,None,False,0.0,9.583763893525656,8.571977628343978,3,0,0,0,2,0.0,0.0259,1,0,0.0,496,0.0,0.0,0.0,0.0,10,0,0,0.0,0
Facebook,Friday,10,Campaign,Photo,2,0,True,ShareStory,Reintegration,Grateful,170,False,None,False,0.0,19.98451505224165,17.875240124230046,290,59,60,29,101,0.0,0.1281,149,6,12716.88,2479,0.0,0.0,0.0,0.0,10,0,0,0.0,0
Instagram,Monday,9,Campaign,Photo,4,0,True,SignUp,DonorImpact,Grateful,150,False,None,False,0.0,19.23459121444394,16.856855980729087,135,22,17,13,110,0.0,0.0641,40,2,2845.7,1782,0.0,0.0,0.0,0.0,10,0,0,0.0,0
Facebook,Tuesday,18,EventPromotion,Reel,3,1,False,None,EventRecap,Grateful,133,False,None,False,0.0,17.81936143453694,15.8152377392283,126,42,26,10,34,3027.0,0.0752,25,0,0.0,2479,0.0,0.0,0.0,0.0,10,0,0,0.0,0
TikTok,Thursday,9,Campaign,Reel,2,0,True,LearnMore,SafehouseLife,Informative,175,False,None,True,0.0,26.96746178304287,23.55659478380917,568,287,157,87,1135,32492.0,0.0425,166,18,74477.53,917,0.0,0.0,0.0,0.0,10,0,0,0.0,0
WhatsApp,Friday,9,ThankYou,Photo,0,0,False,None,AwarenessRaising,Urgent,93,False,None,False,0.0,9.820068736210077,8.66766845815764,12,6,3,1,3,0.0,0.1129,9,0,0.0,1543,0.0,0.0,0.0,8.0,10,0,1,0.0,1
YouTube,Thursday,4,Campaign,Reel,1,0,True,SignUp,Education,Urgent,124,False,None,False,0.0,16.642370604275754,14.381328339634774,33,11,8,3,41,2135.0,0.0363,10,0,0.0,620,382165.0,179.0,292.0,0.0,10,0,0,0.0,0
Facebook,Saturday,11,ImpactStory,Photo,4,1,True,ShareStory,Gratitude,Hopeful,189,False,None,False,0.0,18.300634928524698,15.73800416520384,238,48,42,20,78,0.0,0.1376,111,11,8343.55,2489,0.0,0.0,0.0,0.0,10,1,0,0.0,0
TikTok,Sunday,21,EventPromotion,Reel,3,0,False,None,Gratitude,Emotional,117,False,None,False,0.0,23.573129898432022,21.382140961197454,717,429,338,102,118,8692.0,0.1822,329,6,6058.96,930,0.0,0.0,0.0,0.0,10,1,0,0.0,0
YouTube,Wednesday,18,EducationalContent,Video,1,2,False,None,Education,Hopeful,161,False,None,False,0.0,23.132063255080922,20.420538779381417,578,155,78,53,93,6623.0,0.1137,277,1,1068.37,620,1185517.0,179.0,294.0,0.0,10,0,0,0.0,0
LinkedIn,Thursday,4,ThankYou,Photo,3,1,False,None,Reintegration,Urgent,123,False,None,False,0.0,10.45436061498301,9.059332879436369,5,1,1,0,3,0.0,0.0301,1,0,0.0,360,0.0,0.0,0.0,0.0,10,0,0,0.0,0
WhatsApp,Thursday,10,Campaign,Video,0,1,True,DonateNow,AwarenessRaising,Grateful,170,False,None,False,0.0,21.108190932133457,17.926488368855104,248,131,48,39,176,3964.0,0.1475,177,16,34539.87,1543,0.0,0.0,0.0,87.0,10,0,0,0.0,0
Facebook,Saturday,12,Campaign,Video,0,0,True,ShareStory,CampaignLaunch,Informative,156,False,None,False,0.0,18.313851204844745,15.562093126726248,109,43,20,15,56,1393.0,0.0829,52,1,2970.22,2423,0.0,0.0,0.0,0.0,10,1,0,0.0,0
Twitter,Saturday,16,ImpactStory,Video,1,0,False,None,EventRecap,Celebratory,96,True,None,False,0.0,17.669146947491203,15.98994918952199,170,25,57,15,33,1728.0,0.1124,59,11,33105.08,1228,0.0,0.0,0.0,0.0,10,1,0,0.0,0
TikTok,Friday,10,ThankYou,Carousel,5,1,False,None,Gratitude,Grateful,132,False,None,True,0.0,24.34915087229354,21.59025112138238,193,41,39,29,93,0.0,0.0404,75,0,0.0,916,0.0,0.0,0.0,0.0,11,0,0,0.0,0
YouTube,Saturday,9,FundraisingAppeal,Video,5,0,True,DonateNow,SafehouseLife,Hopeful,156,False,Year-End Hope,False,0.0,19.274121232959203,16.37460091501144,123,48,22,17,118,1912.0,0.0898,39,4,9808.48,620,263856.0,138.0,298.0,0.0,11,1,3,1592.28,1
LinkedIn,Friday,8,ThankYou,Video,3,0,True,LearnMore,DonorImpact,Grateful,118,False,Year-End Hope,False,0.0,19.41632226966932,17.25437122803767,224,136,59,30,119,4952.0,0.1479,160,1,9851.87,496,0.0,0.0,0.0,0.0,11,0,0,0.0,0
