donation_id,supporter_id,donation_type,donation_date,is_recurring,campaign_name,channel_source,currency_code,amount,estimated_value,impact_unit,notes,referral_post_id
293,2,InKind,2025-05-08,False,,SocialMedia,,,372.94,items,Recurring gift,221
294,51,Time,2025-12-14,False,Year-End Hope,Campaign,,,20.96,hours,Event donation,
295,1,Monetary,2023-07-01,True,,Event,PHP,663.94,663.94,pesos,Community outreach support,
296,33,Monetary,2024-07-10,False,Back to School,SocialMedia,PHP,573.6,573.6,pesos,In support of safehouse operations,561
297,51,Monetary,2026-02-02,False,,SocialMedia,PHP,320.08,320.08,pesos,Campaign support,528
298,49,InKind,2026-01-22,False,,Direct,,,659.78,items,Campaign support,
299,59,InKind,2025-10-02,False,,PartnerReferral,,,300.0,items,In support of safehouse operations,
300,53,Monetary,2023-12-17,False,Year-End Hope,Event,PHP,2263.85,2263.85,pesos,Recurring gift,
301,1,Time,2025-12-30,True,Year-End Hope,Event,,,2.2,hours,Community outreach support,
302,6,Monetary,2025-11-23,False,Year-End Hope,SocialMedia,PHP,1151.33,1151.33,pesos,In support of safehouse operations,200
303,8,Monetary,2024-07-14,True,Back to School,Event,PHP,1752.44,1752.44,pesos,Campaign support,
304,47,InKind,2025-10-03,False,,Event,,,300.0,items,Recurring gift,
305,24,Skills,2025-03-12,True,,Direct,,,20.46,hours,Recurring gift,
306,16,InKind,2023-09-18,False,,PartnerReferral,,,350.19,items,Monthly contribution,
307,48,Monetary,2024-06-30,True,Back to School,Direct,PHP,454.01,454.01,pesos,Community outreach support,
308,13,InKind,2026-01-01,False,,Direct,,,300.0,items,Monthly contribution,
309,44,InKind,2023-11-19,True,Year-End Hope,Direct,,,300.0,items,Event donation,
310,45,SocialMedia,2023-07-06,True,,SocialMedia,,,5.72,campaigns,Campaign support,480
311,31,Monetary,2025-09-23,True,,Campaign,PHP,329.09,329.09,pesos,Monthly contribution,
312,7,InKind,2024-11-29,True,,Campaign,,,300.0,items,Monthly contribution,
313,20,InKind,2023-12-16,True,Year-End Hope,Direct,,,308.93,items,Campaign support,
314,31,Monetary,2025-12-03,True,Year-End Hope,PartnerReferral,PHP,512.03,512.03,pesos,In support of safehouse operations,
315,22,InKind,2025-10-18,False,,Campaign,,,1082.01,items,Community outreach support,
316,26,Time,2024-07-22,True,Back to School,SocialMedia,,,22.26,hours,Campaign support,174
317,39,Time,2024-10-13,False,,SocialMedia,,,25.93,hours,Community outreach support,211
318,24,Monetary,2025-06-16,True,,PartnerReferral,PHP,310.5,310.5,pesos,Recurring gift,
319,27,Monetary,2026-02-18,False,,Campaign,PHP,393.31,393.31,pesos,Campaign support,
320,54,InKind,2023-04-03,True,Summer of Safety,Event,,,506.71,items,Campaign support,
321,33,Monetary,2024-10-25,False,,Direct,PHP,690.98,690.98,pesos,Community outreach support,
322,18,InKind,2025-07-17,False,Back to School,Campaign,,,516.29,items,Event donation,
323,60,Monetary,2024-04-08,True,Summer of Safety,Event,PHP,416.0,416.0,pesos,Monthly contribution,
324,4,Monetary,2023-11-07,True,GivingTuesday,SocialMedia,PHP,825.99,825.99,pesos,Monthly contribution,421
325,42,Time,2025-11-08,False,Year-End Hope,Direct,,,28.61,hours,Campaign support,
326,31,Monetary,2023-03-01,True,,Event,PHP,836.51,836.51,pesos,Community outreach support,
327,39,InKind,2023-07-13,False,Back to School,Direct,,,811.72,items,Campaign support,
328,25,Monetary,2024-01-27,True,,PartnerReferral,PHP,776.19,776.19,pesos,Monthly contribution,
329,26,Monetary,2024-06-22,True,,Campaign,PHP,770.34,770.34,pesos,Campaign support,
330,47,Monetary,2024-03-17,False,,Campaign,PHP,716.84,716.84,pesos,In support of safehouse operations,
331,31,InKind,2023-10-03,True,,Event,,,531.11,items,Event donation,
332,17,Time,2025-03-15,False,,Direct,,,12.85,hours,Recurring gift,
333,54,Monetary,2023-05-29,True,Summer of Safety,PartnerReferral,PHP,789.3,789.3,pesos,Campaign support,
334,60,Monetary,2023-04-12,True,,Event,PHP,905.01,905.01,pesos,In support of safehouse operations,
335,31,Monetary,2023-03-20,True,,SocialMedia,PHP,571.69,571.69,pesos,Campaign support,511
336,6,Monetary,2023-05-05,False,Summer of Safety,SocialMedia,PHP,395.88,395.88,pesos,Recurring gift,530
337,38,InKind,2024-09-17,True,,Direct,,,471.54,items,Recurring gift,
338,10,Monetary,2025-02-07,False,,PartnerReferral,PHP,250.0,250.0,pesos,Campaign support,
339,14,Time,2023-12-25,False,Year-End Hope,PartnerReferral,,,27.12,hours,Event donation,
340,41,Time,2025-01-23,False,,PartnerReferral,,,9.31,hours,Event donation,
341,8,Monetary,2023-03-22,True,,SocialMedia,PHP,1420.95,1420.95,pesos,In support of safehouse operations,431
342,3,InKind,2024-10-08,True,,Campaign,,,993.12,items,Monthly contribution,
343,18,Monetary,2023-05-08,False,Summer of Safety,SocialMedia,PHP,413.2,413.2,pesos,Monthly contribution,244
344,4,Monetary,2025-08-12,True,,Direct,PHP,741.25,741.25,pesos,Monthly contribution,
345,7,Monetary,2025-11-24,True,GivingTuesday,Direct,PHP,1940.26,1940.26,pesos,Recurring gift,
346,9,Monetary,2024-09-27,False,,PartnerReferral,PHP,1604.35,1604.35,pesos,Recurring gift,
347,46,Time,2025-07-05,False,,SocialMedia,,,13.89,hours,Monthly contribution,223
348,49,InKind,2025-07-14,False,,Campaign,,,988.59,items,Community outreach support,
349,48,InKind,2024-12-02,True,Year-End Hope,Campaign,,,452.59,items,Monthly contribution,
350,27,Monetary,2023-12-22,False,Year-End Hope,SocialMedia,PHP,1215.82,1215.82,pesos,Campaign support,61
351,38,Monetary,2024-11-14,True,Year-End Hope,Campaign,PHP,1011.86,1011.86,pesos,Recurring gift,
352,45,Monetary,2023-04-09,True,Summer of Safety,PartnerReferral,PHP,392.09,392.09,pesos,Community outreach support,
353,1,Monetary,2023-12-20,True,,Direct,PHP,2628.14,2628.14,pesos,Community outreach support,
354,18,SocialMedia,2025-04-20,False,Summer of Safety,PartnerReferral,,,11.56,campaigns,Event donation,
355,26,Skills,2025-11-20,True,GivingTuesday,SocialMedia,,,10.67,hours,In support of safehouse operations,200
356,38,InKind,2023-01-10,True,,Campaign,,,612.89,items,Community outreach support,
357,3,Monetary,2025-06-25,True,Back to School,PartnerReferral,PHP,2133.99,2133.99,pesos,Recurring gift,
358,52,Monetary,2023-06-02,True,Back to School,Campaign,PHP,803.96,803.96,pesos,In support of safehouse operations,
359,20,Monetary,2025-04-26,True,,Event,PHP,1014.67,1014.67,pesos,In support of safehouse operations,
360,7,Skills,2023-01-27,True,,Campaign,,,9.67,hours,Monthly contribution,
361,59,Monetary,2023-03-08,False,,SocialMedia,PHP,695.6,695.6,pesos,Monthly contribution,482
362,3,Monetary,2024-12-08,True,Year-End Hope,Event,PHP,585.24,585.24,pesos,Recurring gift,
363,52,Monetary,2024-09-17,True,,Campaign,PHP,1812.47,1812.47,pesos,In support of safehouse operations,
364,46,Monetary,2025-09-02,False,,SocialMedia,PHP,762.84,762.84,pesos,In support of safehouse operations,216
365,52,SocialMedia,2023-05-18,True,,Direct,,,11.16,campaigns,In support of safehouse operations,
366,2,Monetary,2023-08-07,False,,Event,PHP,915.05,915.05,pesos,In support of safehouse operations,
367,41,InKind,2023-06-08,False,Back to School,Campaign,,,300.82,items,Recurring gift,
368,20,Monetary,2023-03-30,True,,Campaign,PHP,536.82,536.82,pesos,Event donation,
369,34,Monetary,2024-02-07,True,,Campaign,PHP,1076.59,1076.59,pesos,Community outreach support,
370,55,Monetary,2025-06-16,False,Back to School,Direct,PHP,2499.74,2499.74,pesos,Recurring gift,
371,8,Monetary,2025-12-22,True,,Direct,PHP,2310.53,2310.53,pesos,Recurring gift,
372,54,Monetary,2024-06-22,True,,Campaign,PHP,250.0,250.0,pesos,Recurring gift,
373,58,SocialMedia,2023-11-02,False,GivingTuesday,Event,,,4.01,campaigns,Community outreach support,
374,2,Monetary,2023-03-08,False,,Direct,PHP,2565.03,2565.03,pesos,Campaign support,
375,43,Monetary,2024-01-02,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
376,13,Monetary,2025-04-07,False,,Event,PHP,724.07,724.07,pesos,Campaign support,
377,3,Skills,2024-08-28,True,,Event,,,15.53,hours,Monthly contribution,
378,26,Monetary,2024-06-08,True,,SocialMedia,PHP,1136.62,1136.62,pesos,Event donation,572
379,3,Monetary,2023-02-22,True,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
380,5,Monetary,2024-12-13,False,Year-End Hope,Campaign,PHP,1399.62,1399.62,pesos,Community outreach support,
381,8,Monetary,2023-07-14,True,Back to School,Event,PHP,538.65,538.65,pesos,Event donation,
382,42,Monetary,2024-11-25,False,Year-End Hope,Campaign,PHP,748.26,748.26,pesos,Campaign support,
383,50,Monetary,2025-07-08,False,,Campaign,PHP,1510.6,1510.6,pesos,Event donation,
384,29,Monetary,2025-10-08,False,,SocialMedia,PHP,1878.65,1878.65,pesos,Event donation,583
385,25,InKind,2023-06-02,True,,Direct,,,519.42,items,Community outreach support,
386,22,InKind,2026-02-11,False,,SocialMedia,,,642.58,items,Event donation,93
387,52,Monetary,2024-08-04,True,,PartnerReferral,PHP,541.33,541.33,pesos,Monthly contribution,
388,41,InKind,2023-10-15,False,,Event,,,511.42,items,Recurring gift,
389,20,InKind,2023-11-05,True,GivingTuesday,Campaign,,,300.0,items,Community outreach support,
390,7,Monetary,2025-02-04,True,,Event,PHP,361.97,361.97,pesos,In support of safehouse operations,
391,35,SocialMedia,2025-03-19,False,,SocialMedia,,,2.5,campaigns,Monthly contribution,374
392,34,Time,2023-10-31,True,,PartnerReferral,,,39.4,hours,Campaign support,
393,10,InKind,2023-12-13,False,Year-End Hope,Event,,,300.0,items,Event donation,
394,32,Monetary,2025-11-18,False,,Campaign,PHP,1162.17,1162.17,pesos,Event donation,
395,22,Monetary,2025-10-27,False,,SocialMedia,PHP,1078.99,1078.99,pesos,Monthly contribution,83
396,33,Time,2023-07-25,False,Back to School,Direct,,,39.15,hours,Community outreach support,
397,27,InKind,2023-10-11,False,,Event,,,583.43,items,Community outreach support,
398,31,Monetary,2024-04-30,True,Summer of Safety,Event,PHP,280.87,280.87,pesos,Monthly contribution,
399,3,Monetary,2024-09-23,True,,Campaign,PHP,972.26,972.26,pesos,Monthly contribution,
400,26,Monetary,2026-01-20,True,,Campaign,PHP,379.25,379.25,pesos,In support of safehouse operations,
401,46,SocialMedia,2024-08-26,False,,PartnerReferral,,,3.63,campaigns,Monthly contribution,
402,35,InKind,2023-12-19,False,Year-End Hope,SocialMedia,,,382.94,items,Monthly contribution,627
403,31,Monetary,2025-07-04,True,Back to School,Event,PHP,291.03,291.03,pesos,Recurring gift,
404,60,Monetary,2025-05-29,True,Summer of Safety,Campaign,PHP,835.01,835.01,pesos,Recurring gift,
405,24,SocialMedia,2023-08-15,True,,Event,,,7.09,campaigns,Campaign support,
406,21,Time,2024-11-06,False,GivingTuesday,PartnerReferral,,,20.59,hours,Event donation,
407,58,Monetary,2024-01-17,False,,Campaign,PHP,250.0,250.0,pesos,Monthly contribution,
408,57,Monetary,2023-12-05,False,,Campaign,PHP,1194.06,1194.06,pesos,Campaign support,
409,43,Monetary,2025-01-12,False,,SocialMedia,PHP,697.94,697.94,pesos,Monthly contribution,709
410,54,InKind,2023-08-18,True,,Campaign,,,478.06,items,Campaign support,
411,49,SocialMedia,2023-12-01,False,Year-End Hope,PartnerReferral,,,4.61,campaigns,Campaign support,
412,38,Time,2026-01-12,True,,Event,,,32.89,hours,Monthly contribution,
413,45,Monetary,2025-11-27,True,Year-End Hope,Direct,PHP,469.23,469.23,pesos,In support of safehouse operations,
414,4,InKind,2024-10-14,True,,SocialMedia,,,420.23,items,Community outreach support,211
415,26,SocialMedia,2026-01-13,True,,Campaign,,,10.8,campaigns,Recurring gift,
416,20,Monetary,2023-02-03,True,,Campaign,PHP,1121.08,1121.08,pesos,Campaign support,
417,19,Monetary,2023-01-13,False,,Direct,PHP,349.66,349.66,pesos,Event donation,
418,54,Monetary,2025-03-08,True,,Campaign,PHP,1924.57,1924.57,pesos,Campaign support,
419,45,InKind,2024-10-29,True,,Campaign,,,677.83,items,Recurring gift,
420,49,InKind,2025-12-09,False,Year-End Hope,Event,,,300.0,items,Monthly contribution,
421,102,Monetary,2025-12-31,False,,Campaign,PHP,717.18,717.18,pesos,In support of safehouse operations,
422,85,Time,2025-12-02,True,Year-End Hope,Event,,,35.15,hours,Community outreach support,
423,79,Monetary,2024-12-02,False,,PartnerReferral,PHP,1074.65,1074.65,pesos,Campaign support,
424,93,Monetary,2023-09-11,False,,PartnerReferral,PHP,1230.56,1230.56,pesos,In support of safehouse operations,
425,84,InKind,2023-11-08,True,GivingTuesday,SocialMedia,,,1177.41,items,In support of safehouse operations,1233
426,85,Monetary,2025-09-18,True,,Direct,PHP,678.86,678.86,pesos,Campaign support,
427,85,Time,2024-12-14,True,Year-End Hope,Event,,,37.53,hours,Campaign support,
428,83,Monetary,2024-11-21,False,GivingTuesday,Direct,PHP,600.64,600.64,pesos,Campaign support,
429,114,InKind,2023-09-25,True,,Campaign,,,911.84,items,Monthly contribution,
430,96,Monetary,2023-04-16,False,Summer of Safety,Event,PHP,1677.73,1677.73,pesos,In support of safehouse operations,
431,73,Time,2023-02-10,False,,Event,,,11.39,hours,In support of safehouse operations,
432,86,Monetary,2024-11-20,True,GivingTuesday,Direct,PHP,1773.19,1773.19,pesos,Event donation,
433,85,InKind,2025-08-30,True,,Direct,,,433.32,items,Campaign support,
434,107,Monetary,2025-10-07,False,,PartnerReferral,PHP,1541.75,1541.75,pesos,In support of safehouse operations,
435,61,InKind,2023-07-02,True,,Event,,,300.0,items,Campaign support,
436,105,Monetary,2024-10-25,True,,Campaign,PHP,4026.84,4026.84,pesos,Monthly contribution,
437,86,SocialMedia,2023-08-11,True,,Event,,,4.3,campaigns,Community outreach support,
438,111,Time,2026-01-06,False,,Direct,,,17.79,hours,Monthly contribution,
439,64,Monetary,2026-03-01,True,,Event,PHP,342.96,342.96,pesos,Community outreach support,
440,105,Monetary,2023-08-31,True,,Campaign,PHP,962.42,962.42,pesos,Event donation,
441,101,Monetary,2024-01-13,False,,Event,PHP,1345.15,1345.15,pesos,Monthly contribution,
442,82,Monetary,2025-11-13,False,,Campaign,PHP,1109.83,1109.83,pesos,Recurring gift,
443,97,Time,2024-02-06,False,,Direct,,,21.44,hours,Campaign support,
444,114,SocialMedia,2023-04-27,True,Summer of Safety,PartnerReferral,,,3.05,campaigns,In support of safehouse operations,
445,69,Monetary,2024-11-04,False,Year-End Hope,SocialMedia,PHP,1796.47,1796.47,pesos,Campaign support,1591
446,89,Monetary,2025-09-28,False,,Event,PHP,1083.86,1083.86,pesos,Community outreach support,
447,67,InKind,2023-10-19,True,,Event,,,826.93,items,Community outreach support,
448,114,Skills,2025-06-15,True,Back to School,PartnerReferral,,,11.27,hours,Community outreach support,
449,91,Monetary,2023-12-26,True,,SocialMedia,PHP,1014.15,1014.15,pesos,Monthly contribution,873
450,64,InKind,2023-03-15,True,,SocialMedia,,,439.51,items,Monthly contribution,971
451,110,Time,2025-01-24,False,,PartnerReferral,,,32.95,hours,Community outreach support,
452,65,Skills,2024-01-18,False,,SocialMedia,,,12.59,hours,Monthly contribution,1528
453,97,Monetary,2025-01-12,False,,Campaign,PHP,1432.02,1432.02,pesos,Recurring gift,
454,67,Monetary,2025-12-28,True,,SocialMedia,PHP,938.45,938.45,pesos,In support of safehouse operations,999
455,96,Monetary,2023-03-15,False,,Direct,PHP,826.28,826.28,pesos,In support of safehouse operations,
456,68,Monetary,2023-11-06,True,,SocialMedia,PHP,766.29,766.29,pesos,Event donation,1233
457,81,Monetary,2023-07-25,False,Back to School,Campaign,PHP,1104.16,1104.16,pesos,Campaign support,
458,76,Monetary,2025-07-15,False,Back to School,Event,PHP,568.91,568.91,pesos,Campaign support,
459,85,InKind,2025-04-28,True,,Direct,,,437.14,items,Monthly contribution,
460,92,SocialMedia,2023-02-02,False,,PartnerReferral,,,2.6,campaigns,Monthly contribution,
461,83,Time,2025-03-26,False,,Event,,,31.14,hours,Campaign support,
462,66,SocialMedia,2023-03-22,False,,Direct,,,11.87,campaigns,Monthly contribution,
463,76,InKind,2025-11-03,False,Year-End Hope,Campaign,,,300.0,items,Monthly contribution,
464,93,InKind,2023-09-13,False,,Direct,,,313.53,items,Recurring gift,
465,79,Time,2025-11-12,False,GivingTuesday,Campaign,,,8.16,hours,Recurring gift,
466,65,Monetary,2023-12-20,False,Year-End Hope,Campaign,PHP,2022.07,2022.07,pesos,Recurring gift,
467,84,Monetary,2024-10-25,True,,Event,PHP,857.65,857.65,pesos,Event donation,
468,85,InKind,2023-11-10,True,Year-End Hope,PartnerReferral,,,300.0,items,Recurring gift,
469,85,Monetary,2025-11-23,True,GivingTuesday,Event,PHP,711.25,711.25,pesos,Recurring gift,
470,103,Monetary,2023-08-12,False,,Direct,PHP,436.4,436.4,pesos,Recurring gift,
471,70,InKind,2024-10-18,False,,PartnerReferral,,,336.58,items,Monthly contribution,
472,72,Time,2023-02-24,False,,Event,,,19.07,hours,Recurring gift,
473,115,Time,2023-11-03,False,Year-End Hope,PartnerReferral,,,5.23,hours,Recurring gift,
474,75,Monetary,2024-09-15,False,,PartnerReferral,PHP,675.66,675.66,pesos,Recurring gift,
475,114,SocialMedia,2023-03-13,True,,Direct,,,2.66,campaigns,Recurring gift,
476,95,Monetary,2024-03-27,False,,Event,PHP,1420.82,1420.82,pesos,Recurring gift,
477,64,Monetary,2023-12-27,True,,Direct,PHP,1226.51,1226.51,pesos,Recurring gift,
478,76,Monetary,2024-10-18,False,,Campaign,PHP,1149.13,1149.13,pesos,Community outreach support,
479,77,Time,2024-12-29,False,Year-End Hope,Direct,,,12.58,hours,Recurring gift,
480,110,InKind,2024-10-22,False,,Direct,,,658.36,items,Monthly contribution,
481,92,InKind,2025-10-24,False,,Event,,,1369.84,items,Recurring gift,
482,61,Monetary,2024-01-08,True,,Direct,PHP,1392.1,1392.1,pesos,Monthly contribution,
483,111,Monetary,2026-02-27,False,,Campaign,PHP,914.95,914.95,pesos,Recurring gift,
484,104,Monetary,2025-10-05,True,,Direct,PHP,892.83,892.83,pesos,Campaign support,
485,112,InKind,2024-05-16,True,Summer of Safety,SocialMedia,,,630.81,items,Community outreach support,1003
486,64,Monetary,2024-10-11,True,,Event,PHP,1623.68,1623.68,pesos,Event donation,
487,69,Time,2024-08-31,False,,Campaign,,,20.42,hours,Campaign support,
488,116,InKind,2024-03-04,False,,PartnerReferral,,,300.0,items,In support of safehouse operations,
489,98,Monetary,2025-10-28,True,,Direct,PHP,396.32,396.32,pesos,Campaign support,
490,99,Monetary,2023-09-12,False,,PartnerReferral,PHP,444.97,444.97,pesos,Campaign support,
491,63,SocialMedia,2023-06-25,True,,Campaign,,,9.07,campaigns,Event donation,
492,112,InKind,2023-01-17,True,,Campaign,,,506.18,items,Community outreach support,
493,69,Monetary,2025-12-08,False,,SocialMedia,PHP,1967.06,1967.06,pesos,In support of safehouse operations,851
494,63,InKind,2023-04-09,True,,Event,,,300.0,items,Monthly contribution,
495,115,Skills,2023-05-10,False,,SocialMedia,,,10.09,hours,Community outreach support,1056
496,114,Time,2023-12-07,True,,PartnerReferral,,,19.14,hours,Recurring gift,
497,73,Monetary,2025-02-03,False,,Campaign,PHP,395.95,395.95,pesos,Campaign support,
498,96,Time,2023-06-19,False,Back to School,Campaign,,,21.67,hours,Campaign support,
499,103,Time,2024-01-17,False,,SocialMedia,,,4.65,hours,In support of safehouse operations,1528
500,92,Monetary,2025-07-18,False,Back to School,PartnerReferral,PHP,1997.7,1997.7,pesos,Community outreach support,
501,99,Monetary,2024-09-19,False,,SocialMedia,PHP,295.79,295.79,pesos,Event donation,1021
502,91,Monetary,2025-05-11,True,Summer of Safety,SocialMedia,PHP,250.0,250.0,pesos,Monthly contribution,1033
503,68,Monetary,2024-01-17,True,,Direct,PHP,489.6,489.6,pesos,Monthly contribution,
504,63,Monetary,2025-09-13,True,,Campaign,PHP,527.51,527.51,pesos,Recurring gift,
505,97,Monetary,2023-06-02,False,Back to School,Campaign,PHP,502.9,502.9,pesos,Event donation,
506,66,Monetary,2024-08-07,False,,Campaign,PHP,2160.9,2160.9,pesos,Community outreach support,
507,73,Monetary,2024-06-07,False,,Campaign,PHP,423.77,423.77,pesos,In support of safehouse operations,
508,71,InKind,2024-08-20,False,,SocialMedia,,,577.02,items,Campaign support,824
509,81,Monetary,2025-04-07,False,,SocialMedia,PHP,1461.45,1461.45,pesos,In support of safehouse operations,1460
510,68,Monetary,2024-10-12,True,,Campaign,PHP,470.61,470.61,pesos,Event donation,
511,92,Monetary,2024-04-26,False,Summer of Safety,Event,PHP,464.59,464.59,pesos,Campaign support,
512,91,Monetary,2025-10-16,True,,Direct,PHP,285.45,285.45,pesos,Event donation,
513,108,Monetary,2024-05-04,True,Summer of Safety,Event,PHP,767.63,767.63,pesos,Recurring gift,
514,67,Monetary,2025-03-06,True,,Event,PHP,413.82,413.82,pesos,Monthly contribution,
515,66,Monetary,2025-08-12,False,,PartnerReferral,PHP,3189.71,3189.71,pesos,Campaign support,
516,115,Monetary,2025-03-03,False,,Campaign,PHP,2439.57,2439.57,pesos,Event donation,
517,71,InKind,2023-03-18,False,,SocialMedia,,,386.1,items,Monthly contribution,971
518,97,SocialMedia,2023-02-02,False,,Campaign,,,5.92,campaigns,Monthly contribution,
519,114,Monetary,2023-07-08,True,,Direct,PHP,1167.2,1167.2,pesos,Community outreach support,
520,111,Monetary,2023-05-11,False,Summer of Safety,PartnerReferral,PHP,1036.3,1036.3,pesos,Event donation,
521,120,Monetary,2023-08-14,True,,Event,PHP,250.0,250.0,pesos,In support of safehouse operations,
522,104,Monetary,2024-07-21,True,,Campaign,PHP,587.96,587.96,pesos,Recurring gift,
523,70,InKind,2025-11-09,False,Year-End Hope,SocialMedia,,,447.5,items,In support of safehouse operations,1552
524,114,InKind,2025-11-23,True,Year-End Hope,SocialMedia,,,490.48,items,Monthly contribution,1012
525,106,Monetary,2025-04-22,False,Summer of Safety,Campaign,PHP,787.53,787.53,pesos,Community outreach support,
526,63,Monetary,2025-03-15,True,,Campaign,PHP,1534.69,1534.69,pesos,Community outreach support,
527,97,Time,2024-11-21,False,GivingTuesday,Campaign,,,30.16,hours,Community outreach support,
528,94,InKind,2025-05-07,True,Summer of Safety,Direct,,,732.46,items,Event donation,
529,78,Monetary,2024-10-09,False,,SocialMedia,PHP,329.79,329.79,pesos,Community outreach support,860
530,80,Monetary,2023-03-23,True,,Event,PHP,1350.34,1350.34,pesos,In support of safehouse operations,
531,67,Time,2023-11-02,True,,Event,,,18.82,hours,Recurring gift,
532,110,Monetary,2024-04-13,False,Summer of Safety,SocialMedia,PHP,999.49,999.49,pesos,Monthly contribution,1305
533,68,SocialMedia,2023-12-03,True,,PartnerReferral,,,6.03,campaigns,Campaign support,
534,68,InKind,2023-12-28,True,Year-End Hope,Campaign,,,486.04,items,Monthly contribution,
535,80,InKind,2023-06-03,True,Back to School,Campaign,,,1788.92,items,In support of safehouse operations,
536,80,Monetary,2024-11-10,True,,Event,PHP,622.51,622.51,pesos,Community outreach support,
537,94,Time,2024-10-26,True,,PartnerReferral,,,22.09,hours,Recurring gift,
538,80,SocialMedia,2023-12-08,True,Year-End Hope,Campaign,,,11.45,campaigns,Campaign support,
539,85,Monetary,2025-07-17,True,Back to School,Campaign,PHP,1510.08,1510.08,pesos,In support of safehouse operations,
540,62,Time,2023-09-25,False,,Campaign,,,24.34,hours,Monthly contribution,
541,85,Monetary,2025-07-04,True,,SocialMedia,PHP,1244.53,1244.53,pesos,Event donation,1035
542,98,Monetary,2023-12-10,True,Year-End Hope,Event,PHP,1032.04,1032.04,pesos,Event donation,
543,98,Monetary,2023-05-21,True,Summer of Safety,SocialMedia,PHP,1757.44,1757.44,pesos,In support of safehouse operations,1380
544,106,Monetary,2024-02-15,False,,Direct,PHP,480.16,480.16,pesos,Monthly contribution,
545,89,Time,2023-03-04,False,,Direct,,,9.94,hours,Monthly contribution,
546,79,InKind,2024-11-28,False,GivingTuesday,Campaign,,,658.57,items,Event donation,
547,63,Monetary,2023-08-22,True,,SocialMedia,PHP,460.56,460.56,pesos,In support of safehouse operations,1539
548,113,Skills,2024-11-09,False,,Direct,,,7.43,hours,In support of safehouse operations,
549,114,Monetary,2023-11-11,True,Year-End Hope,Campaign,PHP,421.11,421.11,pesos,Campaign support,
550,105,Monetary,2025-03-04,True,,Campaign,PHP,971.69,971.69,pesos,Campaign support,
551,120,Monetary,2024-07-09,True,Back to School,Direct,PHP,1195.89,1195.89,pesos,In support of safehouse operations,
552,84,Time,2025-10-14,True,,Event,,,18.77,hours,Community outreach support,
553,65,Monetary,2025-10-02,False,,Campaign,PHP,504.86,504.86,pesos,Monthly contribution,
554,96,InKind,2024-05-22,False,,PartnerReferral,,,416.51,items,In support of safehouse operations,
555,118,InKind,2023-01-09,False,,Direct,,,616.42,items,Event donation,
556,85,Monetary,2024-09-15,True,,Direct,PHP,695.12,695.12,pesos,Campaign support,
557,92,SocialMedia,2026-01-18,False,,Event,,,5.23,campaigns,Community outreach support,
558,105,InKind,2024-11-26,True,Year-End Hope,Event,,,300.0,items,In support of safehouse operations,
559,105,Monetary,2025-04-30,True,Summer of Safety,SocialMedia,PHP,1321.41,1321.41,pesos,Recurring gift,1602
560,68,InKind,2024-11-24,True,Year-End Hope,Direct,,,304.75,items,Campaign support,
561,91,Monetary,2024-02-08,True,,Campaign,PHP,318.57,318.57,pesos,Campaign support,
562,86,Monetary,2025-01-12,True,,Campaign,PHP,1071.26,1071.26,pesos,Campaign support,
563,61,InKind,2025-10-29,True,,SocialMedia,,,503.75,items,Event donation,
564,99,Monetary,2025-06-15,False,,Event,PHP,364.81,364.81,pesos,In support of safehouse operations,
565,61,Monetary,2023-03-25,True,,SocialMedia,PHP,774.61,774.61,pesos,In support of safehouse operations,882
566,63,InKind,2024-02-06,True,,Campaign,,,476.64,items,Event donation,
567,68,Skills,2025-08-05,True,,Campaign,,,11.51,hours,Recurring gift,
568,61,Time,2023-07-23,True,,SocialMedia,,,19.2,hours,Community outreach support,1269
569,81,InKind,2023-10-20,False,,SocialMedia,,,300.0,items,Monthly contribution,1478
570,63,Monetary,2024-10-03,True,,Event,PHP,1707.64,1707.64,pesos,In support of safehouse operations,
571,114,Monetary,2025-07-18,True,,SocialMedia,PHP,436.93,436.93,pesos,Monthly contribution,1190
572,94,Monetary,2024-09-02,True,,Campaign,PHP,250.0,250.0,pesos,Community outreach support,
573,84,Time,2023-07-02,True,,Event,,,4.89,hours,Recurring gift,
574,76,InKind,2024-10-14,False,,SocialMedia,,,300.0,items,Recurring gift,1023
575,67,InKind,2025-09-23,True,,SocialMedia,,,716.99,items,In support of safehouse operations,1605
576,98,Monetary,2024-12-06,True,Year-End Hope,SocialMedia,PHP,1024.06,1024.06,pesos,Community outreach support,1170
577,73,Time,2024-12-06,False,,SocialMedia,,,5.85,hours,Event donation,1170
578,61,InKind,2023-06-24,True,Back to School,Direct,,,606.91,items,Recurring gift,
579,105,Monetary,2023-08-27,True,,PartnerReferral,PHP,325.06,325.06,pesos,Event donation,
580,69,Monetary,2024-11-08,False,GivingTuesday,SocialMedia,PHP,903.39,903.39,pesos,Campaign support,1236
581,61,Monetary,2024-10-17,True,,SocialMedia,PHP,1042.36,1042.36,pesos,Monthly contribution,1494
582,79,Time,2023-10-29,False,,Direct,,,30.72,hours,Recurring gift,
583,84,Monetary,2025-01-07,True,,Campaign,PHP,710.26,710.26,pesos,Event donation,
584,80,Monetary,2024-08-04,True,,SocialMedia,PHP,971.81,971.81,pesos,Recurring gift,1479
