education_record_id,resident_id,record_date,education_level,school_name,enrollment_status,attendance_rate,progress_percent,completion_status,notes
531,60,2024-03-01,Vocational,School 18,Enrolled,1.0,67.3,InProgress,Progress: InProgress
532,60,2024-04-01,Primary,School 8,Enrolled,0.582,80.2,InProgress,Progress: InProgress
533,60,2024-05-01,Primary,School 4,Enrolled,0.71,96.6,InProgress,Progress: InProgress
534,60,2024-06-01,Secondary,School 8,Enrolled,0.71,100.0,Completed,Progress: Completed
535,61,2023-10-01,Vocational,School 8,Enrolled,0.966,37.7,NotStarted,Progress: NotStarted
536,61,2023-11-01,Secondary,School 20,Enrolled,0.693,33.0,InProgress,Progress: InProgress
537,61,2023-12-01,Vocational,School 18,Enrolled,0.744,54.0,InProgress,Progress: InProgress
538,61,2024-01-01,Primary,School 2,Enrolled,0.681,51.2,InProgress,Progress: InProgress
539,61,2024-02-01,Vocational,School 3,Enrolled,0.721,44.2,InProgress,Progress: InProgress
540,61,2024-03-01,Primary,School 2,Enrolled,0.493,52.8,InProgress,Progress: InProgress
541,62,2023-03-01,Secondary,School 4,Enrolled,0.626,66.8,NotStarted,Progress: NotStarted
542,62,2023-04-01,Secondary,School 12,Enrolled,0.758,73.7,InProgress,Progress: InProgress
543,62,2023-05-01,Primary,School 6,Enrolled,0.923,83.2,InProgress,Progress: InProgress
544,62,2023-06-01,Secondary,School 15,Enrolled,0.872,72.9,InProgress,Progress: InProgress
545,62,2023-07-01,Secondary,School 7,Enrolled,0.82,66.0,InProgress,Progress: InProgress
546,62,2023-08-01,CollegePrep,School 10,Enrolled,0.831,89.7,InProgress,Progress: InProgress
547,62,2023-09-01,Primary,School 14,Enrolled,1.0,100.0,InProgress,Progress: InProgress
548,62,2023-10-01,Vocational,School 8,Enrolled,0.894,100.0,InProgress,Progress: InProgress
549,62,2023-11-01,Secondary,School 10,Enrolled,0.768,100.0,InProgress,Progress: InProgress
550,62,2023-12-01,Secondary,School 11,Enrolled,0.851,100.0,InProgress,Progress: InProgress
551,63,2024-05-01,Primary,School 15,Enrolled,0.706,41.6,NotStarted,Progress: NotStarted
552,63,2024-06-01,Vocational,School 18,Enrolled,0.658,48.6,InProgress,Progress: InProgress
553,63,2024-07-01,Secondary,School 12,Enrolled,0.468,50.5,InProgress,Progress: InProgress
554,63,2024-08-01,Secondary,School 8,Enrolled,0.672,64.5,InProgress,Progress: InProgress
555,63,2024-09-01,Vocational,School 13,Enrolled,0.771,70.3,InProgress,Progress: InProgress
556,63,2024-10-01,Secondary,School 5,Enrolled,0.682,63.4,InProgress,Progress: InProgress
557,63,2024-11-01,Primary,School 6,Enrolled,0.81,77.3,InProgress,Progress: InProgress
558,63,2024-12-01,Secondary,School 5,Enrolled,0.731,71.2,InProgress,Progress: InProgress
559,63,2025-01-01,Vocational,School 19,Enrolled,0.859,100.0,InProgress,Progress: InProgress
560,63,2025-02-01,Secondary,School 9,Enrolled,0.894,100.0,Completed,Progress: Completed
561,63,2025-03-01,Secondary,School 17,Enrolled,0.868,100.0,InProgress,Progress: InProgress
562,64,2024-09-01,Secondary,School 1,Enrolled,0.696,69.8,NotStarted,Progress: NotStarted
563,64,2024-10-01,CollegePrep,School 7,Enrolled,0.528,80.8,InProgress,Progress: InProgress
564,64,2024-11-01,Primary,School 19,Enrolled,0.899,100.0,InProgress,Progress: InProgress
565,64,2024-12-01,Secondary,School 13,Enrolled,0.744,100.0,InProgress,Progress: InProgress
566,64,2025-01-01,Primary,School 9,Enrolled,0.744,100.0,InProgress,Progress: InProgress
567,64,2025-02-01,Primary,School 6,Enrolled,0.881,100.0,InProgress,Progress: InProgress
568,64,2025-03-01,Primary,School 13,Enrolled,0.622,100.0,InProgress,Progress: InProgress
569,64,2025-04-01,Primary,School 10,Enrolled,0.784,100.0,InProgress,Progress: InProgress
570,64,2025-05-01,Secondary,School 9,Enrolled,0.92,95.8,InProgress,Progress: InProgress
571,64,2025-06-01,Secondary,School 2,Enrolled,0.636,99.1,InProgress,Progress: InProgress
572,64,2025-07-01,Secondary,School 11,Enrolled,0.88,100.0,Completed,Progress: Completed
573,65,2024-01-01,Secondary,School 16,Enrolled,0.596,28.4,NotStarted,Progress: NotStarted
574,65,2024-02-01,Vocational,School 12,Enrolled,0.555,49.2,InProgress,Progress: InProgress
575,65,2024-03-01,Vocational,School 18,Enrolled,0.676,63.3,InProgress,Progress: InProgress
576,65,2024-04-01,Secondary,School 18,Enrolled,0.752,69.0,InProgress,Progress: InProgress
577,65,2024-05-01,CollegePrep,School 11,Enrolled,0.561,51.0,InProgress,Progress: InProgress
578,65,2024-06-01,Primary,School 3,Enrolled,0.634,64.4,InProgress,Progress: InProgress
579,65,2024-07-01,Vocational,School 6,Enrolled,0.639,72.1,InProgress,Progress: InProgress
580,65,2024-08-01,Secondary,School 1,Enrolled,0.744,74.3,InProgress,Progress: InProgress
581,65,2024-09-01,Primary,School 9,Enrolled,0.856,80.8,InProgress,Progress: InProgress
582,66,2023-08-01,Primary,School 13,Enrolled,0.648,54.3,NotStarted,Progress: NotStarted
583,66,2023-09-01,Vocational,School 18,Enrolled,0.712,69.1,InProgress,Progress: InProgress
584,66,2023-10-01,Vocational,School 6,Enrolled,0.654,80.0,InProgress,Progress: InProgress
585,66,2023-11-01,Primary,School 5,Enrolled,0.752,92.1,InProgress,Progress: InProgress
586,66,2023-12-01,Secondary,School 19,Enrolled,0.691,100.0,InProgress,Progress: InProgress
587,66,2024-01-01,CollegePrep,School 10,Enrolled,0.791,100.0,InProgress,Progress: InProgress
588,66,2024-02-01,Vocational,School 7,Enrolled,0.68,100.0,InProgress,Progress: InProgress
589,66,2024-03-01,Vocational,School 11,Enrolled,0.882,100.0,InProgress,Progress: InProgress
590,66,2024-04-01,Vocational,School 10,Enrolled,0.747,99.9,InProgress,Progress: InProgress
591,66,2024-05-01,Primary,School 5,Enrolled,0.744,100.0,Completed,Progress: Completed
592,66,2024-06-01,Vocational,School 3,Enrolled,0.764,100.0,InProgress,Progress: InProgress
593,67,2024-06-01,Primary,School 3,Enrolled,0.77,53.9,NotStarted,Progress: NotStarted
594,67,2024-07-01,Secondary,School 15,Enrolled,0.866,48.9,InProgress,Progress: InProgress
595,67,2024-08-01,Secondary,School 11,Enrolled,0.472,41.3,InProgress,Progress: InProgress
596,67,2024-09-01,Primary,School 14,Enrolled,0.754,55.1,InProgress,Progress: InProgress
597,67,2024-10-01,Vocational,School 16,Enrolled,0.612,76.2,InProgress,Progress: InProgress
598,67,2024-11-01,Primary,School 9,Enrolled,0.6,70.3,InProgress,Progress: InProgress
599,67,2024-12-01,Secondary,School 10,Enrolled,0.639,72.7,InProgress,Progress: InProgress
600,67,2025-01-01,Secondary,School 15,Enrolled,0.565,88.0,Completed,Progress: Completed
601,67,2025-02-01,Vocational,School 5,Enrolled,0.881,100.0,Completed,Progress: Completed
602,68,2024-02-01,Secondary,School 16,Enrolled,0.807,47.8,NotStarted,Progress: NotStarted
603,68,2024-03-01,Primary,School 12,Enrolled,0.602,52.9,InProgress,Progress: InProgress
604,68,2024-04-01,CollegePrep,School 20,Enrolled,0.677,59.7,InProgress,Progress: InProgress
605,68,2024-05-01,Secondary,School 11,Enrolled,0.925,70.7,InProgress,Progress: InProgress
606,68,2024-06-01,Primary,School 2,Enrolled,0.707,72.8,InProgress,Progress: InProgress
607,68,2024-07-01,Primary,School 18,Enrolled,0.705,71.3,InProgress,Progress: InProgress
608,69,2025-04-01,Vocational,School 8,Enrolled,0.59,3.2,NotStarted,Progress: NotStarted
609,69,2025-05-01,Vocational,School 6,Enrolled,0.505,4.0,InProgress,Progress: InProgress
610,69,2025-06-01,Secondary,School 19,Enrolled,0.449,0.0,InProgress,Progress: InProgress
611,69,2025-07-01,Primary,School 3,Enrolled,0.398,4.6,InProgress,Progress: InProgress
612,69,2025-08-01,Vocational,School 6,Enrolled,0.574,37.5,InProgress,Progress: InProgress
613,69,2025-09-01,Secondary,School 10,Enrolled,0.555,13.0,InProgress,Progress: InProgress
614,69,2025-10-01,Primary,School 17,Enrolled,0.556,28.1,InProgress,Progress: InProgress
615,69,2025-11-01,Secondary,School 5,Enrolled,0.526,38.4,InProgress,Progress: InProgress
616,69,2025-12-01,Vocational,School 14,Enrolled,0.62,44.4,InProgress,Progress: InProgress
617,70,2023-10-01,Primary,School 7,Enrolled,0.554,44.8,NotStarted,Progress: NotStarted
618,70,2023-11-01,CollegePrep,School 14,Enrolled,0.563,34.8,InProgress,Progress: InProgress
619,70,2023-12-01,Primary,School 19,Enrolled,0.499,33.9,InProgress,Progress: InProgress
620,70,2024-01-01,Secondary,School 15,Enrolled,0.483,41.4,InProgress,Progress: InProgress
621,70,2024-02-01,Vocational,School 19,Enrolled,0.69,45.4,InProgress,Progress: InProgress
622,70,2024-03-01,Vocational,School 18,Enrolled,0.668,55.4,InProgress,Progress: InProgress
623,70,2024-04-01,Secondary,School 13,Enrolled,0.696,74.9,InProgress,Progress: InProgress
624,70,2024-05-01,Primary,School 14,Enrolled,0.617,80.0,InProgress,Progress: InProgress
625,71,2023-04-01,Primary,School 15,Enrolled,0.771,41.4,NotStarted,Progress: NotStarted
626,71,2023-05-01,CollegePrep,School 14,Enrolled,0.551,38.0,InProgress,Progress: InProgress
627,71,2023-06-01,Vocational,School 17,Enrolled,0.789,44.7,InProgress,Progress: InProgress
628,71,2023-07-01,Secondary,School 2,Enrolled,0.755,46.8,InProgress,Progress: InProgress
629,71,2023-08-01,Vocational,School 14,Enrolled,0.658,55.6,InProgress,Progress: InProgress
630,71,2023-09-01,Secondary,School 16,Enrolled,0.923,89.9,InProgress,Progress: InProgress
631,71,2023-10-01,Primary,School 17,Enrolled,0.669,100.0,InProgress,Progress: InProgress
632,71,2023-11-01,Vocational,School 14,Enrolled,0.701,100.0,InProgress,Progress: InProgress
633,71,2023-12-01,Primary,School 9,Enrolled,1.0,100.0,InProgress,Progress: InProgress
634,72,2024-06-01,Vocational,School 16,Enrolled,0.384,11.4,NotStarted,Progress: NotStarted
635,72,2024-07-01,Secondary,School 10,Enrolled,0.393,6.9,InProgress,Progress: InProgress
636,72,2024-08-01,Secondary,School 3,Enrolled,0.734,26.0,InProgress,Progress: InProgress
637,72,2024-09-01,Secondary,School 15,Enrolled,0.505,29.7,InProgress,Progress: InProgress
638,72,2024-10-01,Secondary,School 5,Enrolled,0.713,52.9,InProgress,Progress: InProgress
639,72,2024-11-01,Secondary,School 11,Enrolled,0.439,48.4,InProgress,Progress: InProgress
640,72,2024-12-01,Primary,School 10,Enrolled,0.587,58.0,InProgress,Progress: InProgress
641,72,2025-01-01,Secondary,School 14,Enrolled,0.65,72.0,InProgress,Progress: InProgress
642,72,2025-02-01,Primary,School 2,Enrolled,0.938,91.9,InProgress,Progress: InProgress
643,72,2025-03-01,Secondary,School 17,Enrolled,0.571,100.0,InProgress,Progress: InProgress
644,72,2025-04-01,Primary,School 19,Enrolled,0.781,100.0,InProgress,Progress: InProgress
645,72,2025-05-01,Vocational,School 5,Enrolled,0.681,100.0,InProgress,Progress: InProgress
646,73,2023-02-01,Secondary,School 13,Enrolled,0.642,43.6,NotStarted,Progress: NotStarted
647,73,2023-03-01,Primary,School 10,Enrolled,0.602,59.1,InProgress,Progress: InProgress
648,73,2023-04-01,Secondary,School 11,Enrolled,0.714,75.4,InProgress,Progress: InProgress
649,73,2023-05-01,Secondary,School 18,Enrolled,0.8,100.0,InProgress,Progress: InProgress
650,73,2023-06-01,Primary,School 2,Enrolled,0.648,98.6,Completed,Progress: Completed
651,73,2023-07-01,Secondary,School 17,Enrolled,0.83,100.0,InProgress,Progress: InProgress
652,74,2025-01-01,CollegePrep,School 13,Enrolled,0.694,68.2,NotStarted,Progress: NotStarted
653,74,2025-02-01,Primary,School 13,Enrolled,0.786,80.3,InProgress,Progress: InProgress
654,74,2025-03-01,Vocational,School 11,Enrolled,0.885,100.0,InProgress,Progress: InProgress
655,74,2025-04-01,Primary,School 4,Enrolled,0.833,100.0,InProgress,Progress: InProgress
656,74,2025-05-01,Secondary,School 14,Enrolled,0.839,100.0,InProgress,Progress: InProgress
657,74,2025-06-01,Vocational,School 5,Enrolled,0.518,100.0,InProgress,Progress: InProgress
658,74,2025-07-01,Vocational,School 2,Enrolled,0.749,100.0,Completed,Progress: Completed
659,74,2025-08-01,Primary,School 7,Enrolled,0.751,100.0,InProgress,Progress: InProgress
660,75,2024-10-01,Secondary,School 18,Enrolled,0.825,45.1,NotStarted,Progress: NotStarted
661,75,2024-11-01,Vocational,School 9,Enrolled,0.507,58.4,InProgress,Progress: InProgress
662,75,2024-12-01,Secondary,School 15,Enrolled,0.499,69.8,InProgress,Progress: InProgress
663,75,2025-01-01,Secondary,School 10,Enrolled,0.578,77.9,InProgress,Progress: InProgress
664,75,2025-02-01,Secondary,School 10,Enrolled,0.814,82.0,InProgress,Progress: InProgress
665,75,2025-03-01,CollegePrep,School 8,Enrolled,0.777,86.0,InProgress,Progress: InProgress
666,75,2025-04-01,Primary,School 15,Enrolled,0.644,97.1,InProgress,Progress: InProgress
667,75,2025-05-01,CollegePrep,School 12,Enrolled,1.0,100.0,InProgress,Progress: InProgress
668,75,2025-06-01,Primary,School 7,Enrolled,0.699,100.0,InProgress,Progress: InProgress
669,75,2025-07-01,Primary,School 5,Enrolled,0.784,100.0,InProgress,Progress: InProgress
670,75,2025-08-01,Primary,School 16,Enrolled,0.77,100.0,Completed,Progress: Completed
671,75,2025-09-01,Secondary,School 14,Enrolled,0.779,100.0,Completed,Progress: Completed
672,76,2023-06-01,Primary,School 13,Enrolled,0.545,36.9,NotStarted,Progress: NotStarted
673,76,2023-07-01,Secondary,School 14,Enrolled,0.753,60.8,InProgress,Progress: InProgress
674,76,2023-08-01,Primary,School 20,Enrolled,0.558,67.8,InProgress,Progress: InProgress
675,76,2023-09-01,CollegePrep,School 8,Enrolled,0.632,90.0,InProgress,Progress: InProgress
676,76,2023-10-01,Vocational,School 17,Enrolled,0.672,100.0,InProgress,Progress: InProgress
677,76,2023-11-01,CollegePrep,School 3,Enrolled,0.763,100.0,InProgress,Progress: InProgress
678,77,2025-01-01,Secondary,School 11,Enrolled,0.66,54.3,NotStarted,Progress: NotStarted
679,77,2025-02-01,Secondary,School 15,Enrolled,0.612,69.7,InProgress,Progress: InProgress
680,77,2025-03-01,Primary,School 15,Enrolled,0.972,97.6,InProgress,Progress: InProgress
681,77,2025-04-01,Secondary,School 17,Enrolled,0.833,100.0,InProgress,Progress: InProgress
682,77,2025-05-01,Secondary,School 2,Enrolled,0.806,100.0,InProgress,Progress: InProgress
683,77,2025-06-01,Secondary,School 14,Enrolled,0.95,100.0,InProgress,Progress: InProgress
684,77,2025-07-01,Primary,School 2,Enrolled,0.749,100.0,InProgress,Progress: InProgress
685,77,2025-08-01,CollegePrep,School 14,Enrolled,0.878,100.0,InProgress,Progress: InProgress
686,77,2025-09-01,Secondary,School 2,Enrolled,0.712,100.0,Completed,Progress: Completed
687,78,2023-12-01,Vocational,School 1,Enrolled,0.671,60.9,NotStarted,Progress: NotStarted
688,78,2024-01-01,Primary,School 1,Enrolled,0.695,72.1,InProgress,Progress: InProgress
689,78,2024-02-01,Primary,School 13,Enrolled,0.782,85.2,InProgress,Progress: InProgress
690,78,2024-03-01,Secondary,School 20,Enrolled,0.821,89.3,InProgress,Progress: InProgress
691,78,2024-04-01,Vocational,School 4,Enrolled,0.786,84.4,InProgress,Progress: InProgress
692,78,2024-05-01,Secondary,School 13,Enrolled,0.57,100.0,InProgress,Progress: InProgress
693,78,2024-06-01,Secondary,School 1,Enrolled,0.833,100.0,InProgress,Progress: InProgress
694,78,2024-07-01,Secondary,School 16,Enrolled,0.87,100.0,Completed,Progress: Completed
695,79,2024-01-01,Vocational,School 13,Enrolled,0.62,28.5,NotStarted,Progress: NotStarted
696,79,2024-02-01,Vocational,School 5,Enrolled,0.83,29.1,InProgress,Progress: InProgress
697,79,2024-03-01,Secondary,School 8,Enrolled,0.661,49.2,InProgress,Progress: InProgress
698,79,2024-04-01,Secondary,School 3,Enrolled,0.593,55.4,InProgress,Progress: InProgress
699,79,2024-05-01,Secondary,School 15,Enrolled,0.613,70.0,InProgress,Progress: InProgress
700,79,2024-06-01,Primary,School 3,Enrolled,0.925,92.4,Completed,Progress: Completed
701,80,2025-03-01,Vocational,School 17,Enrolled,0.835,56.9,NotStarted,Progress: NotStarted
702,80,2025-04-01,Vocational,School 9,Enrolled,0.594,59.9,InProgress,Progress: InProgress
703,80,2025-05-01,Secondary,School 3,Enrolled,0.628,78.7,InProgress,Progress: InProgress
704,80,2025-06-01,Secondary,School 20,Enrolled,0.687,88.1,InProgress,Progress: InProgress
705,80,2025-07-01,Vocational,School 14,Enrolled,0.69,65.7,InProgress,Progress: InProgress
706,80,2025-08-01,Secondary,School 7,Enrolled,0.681,90.9,InProgress,Progress: InProgress
707,80,2025-09-01,Secondary,School 14,Enrolled,0.606,100.0,InProgress,Progress: InProgress
708,80,2025-10-01,CollegePrep,School 8,Enrolled,0.839,100.0,InProgress,Progress: InProgress
709,80,2025-11-01,Vocational,School 9,Enrolled,0.631,95.1,Completed,Progress: Completed
710,81,2023-10-01,Secondary,School 2,Enrolled,0.541,56.0,NotStarted,Progress: NotStarted
711,81,2023-11-01,Vocational,School 9,Enrolled,0.651,68.2,InProgress,Progress: InProgress
712,81,2023-12-01,CollegePrep,School 17,Enrolled,0.927,94.0,InProgress,Progress: InProgress
713,81,2024-01-01,Vocational,School 3,Enrolled,0.959,100.0,InProgress,Progress: InProgress
714,81,2024-02-01,Secondary,School 10,Enrolled,0.764,98.2,InProgress,Progress: InProgress
715,81,2024-03-01,Vocational,School 4,Enrolled,0.885,100.0,InProgress,Progress: InProgress
716,81,2024-04-01,Primary,School 7,Enrolled,0.852,98.7,InProgress,Progress: InProgress
717,81,2024-05-01,Secondary,School 19,Enrolled,0.782,100.0,Completed,Progress: Completed
718,82,2023-05-01,Primary,School 20,Enrolled,0.745,56.7,NotStarted,Progress: NotStarted
719,82,2023-06-01,Secondary,School 5,Enrolled,0.632,59.4,InProgress,Progress: InProgress
720,82,2023-07-01,Primary,School 5,Enrolled,0.584,62.1,InProgress,Progress: InProgress
721,82,2023-08-01,Secondary,School 4,Enrolled,0.788,77.7,InProgress,Progress: InProgress
722,82,2023-09-01,Primary,School 8,Enrolled,0.675,100.0,InProgress,Progress: InProgress
723,82,2023-10-01,Secondary,School 12,Enrolled,0.867,100.0,InProgress,Progress: InProgress
724,82,2023-11-01,Primary,School 16,Enrolled,0.839,100.0,Completed,Progress: Completed
725,82,2023-12-01,Primary,School 16,Enrolled,0.802,100.0,InProgress,Progress: InProgress
726,83,2023-02-01,Secondary,School 12,Enrolled,0.63,50.0,NotStarted,Progress: NotStarted
727,83,2023-03-01,Primary,School 8,Enrolled,0.697,50.5,InProgress,Progress: InProgress
728,83,2023-04-01,Primary,School 4,Enrolled,0.771,72.1,InProgress,Progress: InProgress
729,83,2023-05-01,Primary,School 10,Enrolled,0.792,88.7,InProgress,Progress: InProgress
730,83,2023-06-01,Primary,School 18,Enrolled,0.843,100.0,InProgress,Progress: InProgress
731,83,2023-07-01,Primary,School 20,Enrolled,0.81,100.0,InProgress,Progress: InProgress
732,83,2023-08-01,Secondary,School 8,Enrolled,0.797,100.0,InProgress,Progress: InProgress
733,83,2023-09-01,Secondary,School 3,Enrolled,0.704,100.0,InProgress,Progress: InProgress
734,83,2023-10-01,Vocational,School 17,Enrolled,0.81,100.0,InProgress,Progress: InProgress
735,83,2023-11-01,Primary,School 20,Enrolled,0.816,100.0,InProgress,Progress: InProgress
736,83,2023-12-01,Primary,School 7,Enrolled,0.664,100.0,Completed,Progress: Completed
737,84,2024-11-01,Secondary,School 3,Enrolled,0.643,53.3,NotStarted,Progress: NotStarted
738,84,2024-12-01,Secondary,School 16,Enrolled,0.64,76.2,InProgress,Progress: InProgress
739,84,2025-01-01,Secondary,School 15,Enrolled,0.865,65.9,InProgress,Progress: InProgress
740,84,2025-02-01,Primary,School 4,Enrolled,0.728,68.5,InProgress,Progress: InProgress
741,84,2025-03-01,CollegePrep,School 4,Enrolled,0.667,94.8,InProgress,Progress: InProgress
742,84,2025-04-01,Secondary,School 9,Enrolled,0.664,88.0,InProgress,Progress: InProgress
743,84,2025-05-01,Secondary,School 20,Enrolled,0.98,95.4,Completed,Progress: Completed
744,85,2023-06-01,Primary,School 18,Enrolled,0.613,47.6,NotStarted,Progress: NotStarted
745,85,2023-07-01,Vocational,School 3,Enrolled,0.649,81.0,InProgress,Progress: InProgress
746,85,2023-08-01,Vocational,School 17,Enrolled,0.717,90.0,InProgress,Progress: InProgress
747,85,2023-09-01,Vocational,School 19,Enrolled,0.838,100.0,InProgress,Progress: InProgress
748,85,2023-10-01,Vocational,School 4,Enrolled,0.719,100.0,InProgress,Progress: InProgress
749,85,2023-11-01,CollegePrep,School 5,Enrolled,0.7,100.0,InProgress,Progress: InProgress
750,85,2023-12-01,Primary,School 19,Enrolled,0.713,100.0,InProgress,Progress: InProgress
751,85,2024-01-01,Secondary,School 13,Enrolled,0.651,100.0,InProgress,Progress: InProgress
752,85,2024-02-01,CollegePrep,School 7,Enrolled,0.962,100.0,InProgress,Progress: InProgress
753,85,2024-03-01,Vocational,School 5,Enrolled,0.574,100.0,InProgress,Progress: InProgress
754,85,2024-04-01,Vocational,School 1,Enrolled,0.85,98.4,InProgress,Progress: InProgress
755,85,2024-05-01,Secondary,School 12,Enrolled,0.726,100.0,Completed,Progress: Completed
756,86,2023-07-01,Secondary,School 13,Enrolled,0.716,55.5,NotStarted,Progress: NotStarted
757,86,2023-08-01,Secondary,School 13,Enrolled,0.716,52.7,InProgress,Progress: InProgress
758,86,2023-09-01,Vocational,School 10,Enrolled,0.771,73.1,InProgress,Progress: InProgress
759,86,2023-10-01,Secondary,School 14,Enrolled,0.726,81.0,InProgress,Progress: InProgress
760,86,2023-11-01,Vocational,School 15,Enrolled,0.832,95.1,InProgress,Progress: InProgress
761,86,2023-12-01,Secondary,School 15,Enrolled,0.744,100.0,InProgress,Progress: InProgress
762,86,2024-01-01,Primary,School 3,Enrolled,0.786,100.0,InProgress,Progress: InProgress
763,86,2024-02-01,CollegePrep,School 11,Enrolled,0.713,100.0,InProgress,Progress: InProgress
764,87,2025-03-01,Primary,School 4,Enrolled,0.572,59.5,NotStarted,Progress: NotStarted
765,87,2025-04-01,Secondary,School 6,Enrolled,0.745,78.8,InProgress,Progress: InProgress
766,87,2025-05-01,CollegePrep,School 15,Enrolled,0.795,97.6,InProgress,Progress: InProgress
767,87,2025-06-01,Primary,School 16,Enrolled,0.854,100.0,InProgress,Progress: InProgress
768,87,2025-07-01,Secondary,School 11,Enrolled,0.867,100.0,InProgress,Progress: InProgress
769,87,2025-08-01,Primary,School 17,Enrolled,0.719,100.0,InProgress,Progress: InProgress
770,87,2025-09-01,CollegePrep,School 17,Enrolled,0.72,100.0,InProgress,Progress: InProgress
771,87,2025-10-01,Primary,School 2,Enrolled,0.886,100.0,InProgress,Progress: InProgress
772,87,2025-11-01,CollegePrep,School 16,Enrolled,0.741,100.0,InProgress,Progress: InProgress
773,87,2025-12-01,Secondary,School 17,Enrolled,0.733,100.0,InProgress,Progress: InProgress
774,88,2023-11-01,CollegePrep,School 16,Enrolled,0.822,81.0,NotStarted,Progress: NotStarted
775,88,2023-12-01,Vocational,School 7,Enrolled,0.923,100.0,InProgress,Progress: InProgress
776,88,2024-01-01,Secondary,School 3,Enrolled,0.797,100.0,InProgress,Progress: InProgress
777,88,2024-02-01,Secondary,School 15,Enrolled,0.654,100.0,InProgress,Progress: InProgress
778,88,2024-03-01,Secondary,School 4,Enrolled,0.574,100.0,InProgress,Progress: InProgress
779,88,2024-04-01,Vocational,School 10,Enrolled,0.902,100.0,InProgress,Progress: InProgress
780,88,2024-05-01,Vocational,School 20,Enrolled,0.714,80.1,InProgress,Progress: InProgress
781,88,2024-06-01,Vocational,School 7,Enrolled,0.74,85.1,InProgress,Progress: InProgress
782,88,2024-07-01,Vocational,School 13,Enrolled,0.569,100.0,InProgress,Progress: InProgress
783,88,2024-08-01,Vocational,School 17,Enrolled,0.761,89.7,InProgress,Progress: InProgress
784,88,2024-09-01,Secondary,School 17,Enrolled,0.634,100.0,Completed,Progress: Completed
785,88,2024-10-01,Vocational,School 5,Enrolled,0.899,100.0,Completed,Progress: Completed
786,89,2023-03-01,Secondary,School 9,Enrolled,0.748,70.6,NotStarted,Progress: NotStarted
787,89,2023-04-01,Vocational,School 12,Enrolled,0.707,76.4,InProgress,Progress: InProgress
788,89,2023-05-01,Secondary,School 9,Enrolled,0.623,99.9,InProgress,Progress: InProgress
789,89,2023-06-01,Primary,School 16,Enrolled,0.898,100.0,InProgress,Progress: InProgress
790,89,2023-07-01,Primary,School 8,Enrolled,0.894,100.0,InProgress,Progress: InProgress
791,89,2023-08-01,Primary,School 8,Enrolled,0.752,100.0,InProgress,Progress: InProgress
792,90,2024-01-01,Primary,School 3,Enrolled,0.714,52.5,NotStarted,Progress: NotStarted
793,90,2024-02-01,Secondary,School 8,Enrolled,0.693,64.3,InProgress,Progress: InProgress
794,90,2024-03-01,Vocational,School 6,Enrolled,0.649,82.7,InProgress,Progress: InProgress
795,90,2024-04-01,Primary,School 2,Enrolled,0.792,100.0,InProgress,Progress: InProgress
796,90,2024-05-01,Secondary,School 17,Enrolled,1.0,100.0,InProgress,Progress: InProgress
797,90,2024-06-01,Vocational,School 16,Enrolled,0.73,100.0,InProgress,Progress: InProgress
798,90,2024-07-01,CollegePrep,School 16,Enrolled,0.779,100.0,InProgress,Progress: InProgress
799,90,2024-08-01,Primary,School 2,Enrolled,0.647,100.0,InProgress,Progress: InProgress
800,90,2024-09-01,Primary,School 6,Enrolled,0.716,100.0,InProgress,Progress: InProgress
801,90,2024-10-01,Vocational,School 16,Enrolled,0.625,100.0,Completed,Progress: Completed
802,90,2024-11-01,Secondary,School 14,Enrolled,0.89,100.0,InProgress,Progress: InProgress
803,91,2023-09-01,CollegePrep,School 11,Enrolled,0.681,36.0,NotStarted,Progress: NotStarted
804,91,2023-10-01,Secondary,School 9,Enrolled,0.584,39.9,InProgress,Progress: InProgress
805,91,2023-11-01,Primary,School 19,Enrolled,0.774,62.0,InProgress,Progress: InProgress
806,91,2023-12-01,Primary,School 9,Enrolled,0.836,74.7,InProgress,Progress: InProgress
807,91,2024-01-01,Secondary,School 11,Enrolled,0.968,100.0,InProgress,Progress: InProgress
808,91,2024-02-01,Secondary,School 3,Enrolled,1.0,100.0,InProgress,Progress: InProgress
809,91,2024-03-01,Vocational,School 12,Enrolled,0.844,100.0,InProgress,Progress: InProgress
810,91,2024-04-01,CollegePrep,School 5,Enrolled,0.566,97.8,Completed,Progress: Completed
811,91,2024-05-01,Secondary,School 4,Enrolled,0.918,100.0,InProgress,Progress: InProgress
812,92,2025-02-01,Secondary,School 20,Enrolled,0.668,48.2,NotStarted,Progress: NotStarted
813,92,2025-03-01,Primary,School 7,Enrolled,0.731,68.4,InProgress,Progress: InProgress
814,92,2025-04-01,Secondary,School 11,Enrolled,0.808,94.1,InProgress,Progress: InProgress
815,92,2025-05-01,Vocational,School 16,Enrolled,0.753,100.0,InProgress,Progress: InProgress
816,92,2025-06-01,Primary,School 12,Enrolled,0.798,100.0,InProgress,Progress: InProgress
817,92,2025-07-01,Vocational,School 10,Enrolled,0.565,91.6,InProgress,Progress: InProgress
818,92,2025-08-01,CollegePrep,School 3,Enrolled,0.952,100.0,InProgress,Progress: InProgress
819,92,2025-09-01,CollegePrep,School 16,Enrolled,0.932,100.0,Completed,Progress: Completed
820,92,2025-10-01,Primary,School 19,Enrolled,0.972,100.0,InProgress,Progress: InProgress
